id,title,url,filename,item_code,base_code,item_code_family,category,section,language,topics,year,bytes,size_human,last_modified,source_page,source_title,source_count,host,status
466,Información sobre Contactos de AA previos a la Salida en Libertad de Correccionales,https://aaws.widen.net/content/awfprtgtrz/pdf/sf-162_corrections_prerelease_for_aa_members_outside_online.pdf,sf-162_corrections_prerelease_for_aa_members_outside_online.pdf,SF-162,F-162,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,Spanish,Corrections; Form / Application,,54491,53.2 KB,2025-06-11,https://www.aa.org/es/informacion-sobre-contactos-de-aa-previos-la-salida-en-libertad-de-correccionales,Información sobre Contactos de AA previos a la Salida en Libertad de Correccionales,2,aaws.widen.net,ok
467,Informations de contact avant libération des AA dans les centres correctionnels - L'extérieur,https://aaws.widen.net/content/nsnzwinrt6/pdf/ff-162_corrections_prerelease_for_aa_members_outside_online.pdf,ff-162_corrections_prerelease_for_aa_members_outside_online.pdf,FF-162,F-162,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,Corrections; Form / Application,,51525,50.3 KB,2026-03-10,https://www.aa.org/fr/informations-contact-avant-liberation-des-aa-dans-les-centres-correctionnels-lexterieur,Informations de contact avant libération des AA dans les centres correctionnels - L'extérieur,2,aaws.widen.net,ok
468,Le programme des AA de contact avant libération dans les centres correctionnels - l’intérieur,https://aaws.widen.net/content/5qluh87u6f/pdf/ff-163_corrections_prerelease_for_aa_inmates_inside_online.pdf,ff-163_corrections_prerelease_for_aa_inmates_inside_online.pdf,FF-163,F-163,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,Corrections,,79779,77.9 KB,2025-10-21,https://www.aa.org/fr/le-programme-des-aa-de-contact-avant-liberation-dans-les-centres-correctionnels-linterieur,Le programme des AA de contact avant libération dans les centres correctionnels - l’intérieur,2,aaws.widen.net,ok
469,Les AA dans les centres de détention,https://aaws.widen.net/content/fy8eqnjd8j/pdf/fp-26_aa_in_correctionals_facilities_online.pdf,fp-26_aa_in_correctionals_facilities_online.pdf,FP-26,P-26,Pamphlets & Booklets,Corrections,Carrying the Message,French,Corrections,,278862,272.3 KB,2024-01-24,https://www.aa.org/fr/les-aa-dans-les-centres-de-detention,Les AA dans les centres de détention,1,aaws.widen.net,ok
470,Libro de Trabajo de Correccionales,https://aaws.widen.net/content/jwyjpejlyz/pdf/sm-45i_corrections_workbook_online.pdf,sm-45i_corrections_workbook_online.pdf,SM-45I,SM-45I,Service Material,Corrections,Carrying the Message,Spanish,Corrections; Workbook / Kit,,1626731,1.6 MB,2024-12-12,https://www.aa.org/es/libro-de-trabajo-de-correccionales,Libro de Trabajo de Correccionales,2,aaws.widen.net,ok
471,Ligne de conduite des AA sur les Comités correctionnels,https://aaws.widen.net/content/ves3gqhssi/pdf/fmg-6_corrections_online.pdf,fmg-6_corrections_online.pdf,FMG-6,MG-6,A.A. Guidelines,Corrections,Carrying the Message,French,Corrections,,57743,56.4 KB,2026-08-04,https://www.aa.org/fr/ligne-de-conduite-des-aa-sur-les-comites-correctionnels,Ligne de conduite des AA sur les Comités correctionnels,1,aaws.widen.net,ok
472,Lista de literatura disponible en tablets — despacho de Correccionales,https://aaws.widen.net/content/ousyxbvlro/pdf/sf-239_corrections_tablet_literature_list_online.pdf,sf-239_corrections_tablet_literature_list_online.pdf,SF-239,F-239,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,Spanish,Corrections,,162976,159.2 KB,2026-02-10,https://www.aa.org/es/lista-de-literatura-disponible-en-tablets-despacho-de-correccionales,Lista de literatura disponible en tablets — despacho de Correccionales,1,aaws.widen.net,ok
473,Liste des publications disponibles sur tablette -bureau du Correctionnel,https://aaws.widen.net/content/upx6s0i8qd/pdf/ff-239_corrections_tablet_literature_list_online.pdf,ff-239_corrections_tablet_literature_list_online.pdf,FF-239,F-239,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,Corrections,,176496,172.4 KB,2026-02-10,https://www.aa.org/fr/liste-des-publications-disponibles-sur-tablette-bureau-du-correctionnel,Liste des publications disponibles sur tablette -bureau du Correctionnel,1,aaws.widen.net,ok
474,Llevar el mensaje a las instituciones correccionales,https://aaws.widen.net/content/3iyrtpii0y/pdf/sf-5_carrying_message_into_correctional_facilities_online.pdf,sf-5_carrying_message_into_correctional_facilities_online.pdf,SF-5,F-5,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,Spanish,Corrections,,525682,513.4 KB,2026-09-02,https://www.aa.org/es/llevar-el-mensaje-las-instituciones-correccionales,Llevar el mensaje a las instituciones correccionales,2,aaws.widen.net,ok
475,Manuel du Correctionnel,https://aaws.widen.net/content/i4htqsfaor/pdf/fm-45i_corrections_workbook_online.pdf,fm-45i_corrections_workbook_online.pdf,,,,Corrections,Carrying the Message,French,Corrections; Workbook / Kit,,3191127,3.0 MB,2026-03-10,https://www.aa.org/fr/manuel-du-correctionnel,Manuel du Correctionnel,2,aaws.widen.net,ok
476,Partages Derrière les murs - Automne 2008,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2008.pdf,ff-97_fall_2008.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2008,46357,45.3 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
477,Partages Derrière les murs - Automne 2009,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2009.pdf,ff-97_fall_2009.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2009,83948,82.0 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
478,Partages Derrière les murs - Automne 2010,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2010.pdf,ff-97_fall_2010.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2010,174222,170.1 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
479,Partages Derrière les murs - Automne 2011,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2011.pdf,ff-97_fall_2011.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2011,330299,322.6 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
480,Partages Derrière les murs - Automne 2012,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2012.pdf,ff-97_fall_2012.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2012,238076,232.5 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
481,Partages Derrière les murs - Automne 2013,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2013.pdf,ff-97_fall_2013.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2013,53870,52.6 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
482,Partages Derrière les murs - Automne 2014,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2014.pdf,ff-97_fall_2014.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2014,100483,98.1 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
483,Partages Derrière les murs - Automne 2015,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2015.pdf,ff-97_fall_2015.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2015,115876,113.2 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
484,Partages Derrière les murs - Automne 2016,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2016.pdf,ff-97_fall_2016.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2016,327854,320.2 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
485,Partages Derrière les murs - Automne 2017,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2017.pdf,ff-97_fall_2017.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2017,116146,113.4 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
486,Partages Derrière les murs - Automne 2018,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2018.pdf,ff-97_fall_2018.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2018,570032,556.7 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
487,Partages Derrière les murs - Automne 2019,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2019.pdf,ff-97_fall_2019.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2019,126255,123.3 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
488,Partages Derrière les murs - Automne 2020,https://www.aa.org/sites/default/files/newsletters/ff-97_fall_2020.pdf,ff-97_fall_2020.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2020,145299,141.9 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
489,Partages Derrière Les Murs - Automne 2022,https://www.aa.org/sites/default/files/newsletters/FF-97_Fall_2022.pdf,FF-97_Fall_2022.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2022,393249,384.0 KB,2022-09-21,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
490,Partages Derrière Les Murs - Automne 2023,https://www.aa.org/sites/default/files/newsletters/ff-97_fall2023.pdf,ff-97_fall2023.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2023,110820,108.2 KB,2023-12-28,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
491,Partages Derrière Les Murs - Automne 2024,https://www.aa.org/sites/default/files/newsletters/FF-97_fall2024.pdf,FF-97_fall2024.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2024,106446,104.0 KB,2024-11-15,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
492,Partages Derrière Les Murs - Automne 2025,https://www.aa.org/sites/default/files/newsletters/FF-97_fall2025.pdf,FF-97_fall2025.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2025,129767,126.7 KB,2025-11-12,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
493,Partages Derrière les murs - Hiver 2008,https://www.aa.org/sites/default/files/newsletters/ff-97_winter_2008.pdf,ff-97_winter_2008.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2008,802500,783.7 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
494,Partages Derrière les murs - Hiver 2009,https://www.aa.org/sites/default/files/newsletters/ff-97_winter_2009.pdf,ff-97_winter_2009.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2009,165673,161.8 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
495,Partages Derrière les murs - Hiver 2011,https://www.aa.org/sites/default/files/newsletters/ff-97_winter_2011.pdf,ff-97_winter_2011.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2011,270928,264.6 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
496,Partages Derrière les murs - Hiver 2012,https://www.aa.org/sites/default/files/newsletters/ff-97_winter_2012.pdf,ff-97_winter_2012.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2012,1183630,1.1 MB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
497,Partages Derrière les murs - Hiver 2014,https://www.aa.org/sites/default/files/newsletters/ff-97_Winter_2014.pdf,ff-97_Winter_2014.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2014,393517,384.3 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
498,Partages Derrière les murs - Hiver 2015,https://www.aa.org/sites/default/files/newsletters/ff-97_Winter_2015.pdf,ff-97_Winter_2015.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2015,620026,605.5 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
499,Partages Derrière les murs - Hiver 2016,https://www.aa.org/sites/default/files/newsletters/ff-97_Winter_2016.pdf,ff-97_Winter_2016.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2016,434053,423.9 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
500,Partages Derrière les murs - Hiver 2017,https://www.aa.org/sites/default/files/newsletters/ff-97_Winter_2017.pdf,ff-97_Winter_2017.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2017,136660,133.5 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
501,Partages Derrière les murs - Hiver 2018,https://www.aa.org/sites/default/files/newsletters/ff-97_Winter_2018.pdf,ff-97_Winter_2018.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2018,149042,145.5 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
502,Partages Derrière les murs - Hiver 2019,https://www.aa.org/sites/default/files/newsletters/ff-97_Winter_2019.pdf,ff-97_Winter_2019.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2019,159670,155.9 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
503,Partages Derrière les murs - Hiver 2020,https://www.aa.org/sites/default/files/newsletters/ff-97_winter_2020.pdf,ff-97_winter_2020.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2020,886847,866.1 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
504,Partages Derrière Les Murs - Hiver 2021,https://www.aa.org/sites/default/files/newsletters/FF-97_Winter_2021_0.pdf,FF-97_Winter_2021_0.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2021,89860,87.8 KB,2022-01-04,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
505,Partages Derrière Les Murs - Hiver 2022,https://www.aa.org/sites/default/files/newsletters/FF-97_Winter_2022.pdf,FF-97_Winter_2022.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2022,294288,287.4 KB,2023-01-19,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
506,Partages Derrière Les Murs - Hiver 2023,https://www.aa.org/sites/default/files/newsletters/FF-97_Winter_2023.pdf,FF-97_Winter_2023.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2023,122979,120.1 KB,2024-03-05,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
507,Partages Derrière Les Murs - Hiver 2025,https://www.aa.org/sites/default/files/newsletters/ff_97_winter2025.pdf,ff_97_winter2025.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2025,103939,101.5 KB,2025-03-11,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
508,Partages Derrière les murs - Printemps 2008,https://www.aa.org/sites/default/files/newsletters/ff-97_spring_2008.pdf,ff-97_spring_2008.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2008,49807,48.6 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
509,Partages Derrière les murs - Printemps 2009,https://www.aa.org/sites/default/files/newsletters/ff-97_spring_2009.pdf,ff-97_spring_2009.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2009,40590,39.6 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
510,Partages Derrière les murs - Printemps 2010,https://www.aa.org/sites/default/files/newsletters/ff-97_spring_2010.pdf,ff-97_spring_2010.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2010,105488,103.0 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
511,Partages Derrière les murs - Printemps 2011,https://www.aa.org/sites/default/files/newsletters/ff-97_spring_2011.pdf,ff-97_spring_2011.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2011,224467,219.2 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
512,Partages Derrière les murs - Printemps 2012,https://www.aa.org/sites/default/files/newsletters/ff-97_spring_2012.pdf,ff-97_spring_2012.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2012,104635,102.2 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
513,Partages Derrière les murs - Printemps 2013,https://www.aa.org/sites/default/files/newsletters/ff-97_spring_2013.pdf,ff-97_spring_2013.pdf,FF-97,F-97,"Forms, Catalogs & Order Blanks",Corrections,Carrying the Message,French,,2013,69292,67.7 KB,2021-07-13,https://www.aa.org/fr/sharing-from-behind-the-walls,Partages derrière les murs,1,www.aa.org,ok
